"reviews"	Translation	Positive	Negative	EmotionRationale
"748" "Really nice app, but I have not found the place where I can insert my sample number - those ones generated is not very \"sample number friendly\". It would be great to add a sample number and have the app sequentially number further as one takes the soil samples in the field. The function to import or export soil sampling points seems not the available - it poses the question whether it is useful to have this great app but the the result of the app's functions stays with the app."	"748" "Really nice ap, but I have not found the place where I can insert my sample number - those ones generated is not very \"sample number friendly\"<br> It would be great to add a sample number and have the ap sequentially number further as one takes the soil samples in the field.<br> The function to import or export soil sampling points seems not the available - it poses the question whether it is useful to have this great ap but the the result of the app's functions stays with the ap.	3	-1	 "748[0] Really[0] nice[1][1 LastWordBoosterStrength] app/ap[0] but[0] I[0] have[0] not[0] found[0] the[0] place[0] where[0] I[0] can[0] insert[0] my[0] sample[0] number[0] those[0] ones[0] generated[0] is[0] not[0] very[0] \[0] sample[0] number[0] friendly\[1] [[Sentence=-1,3=word max, 1-5]] It[0] would[0] be[0] great[2] to[0] add[0] a[0] sample[0] number[0] and[0] have[0] the[0] app/ap[0] sequentially[0] number[0] further[0] as[0] one[0] takes[0] the[0] soil[0] samples[0] in[0] the[0] field[0] [[Sentence=-1,3=word max, 1-5]] The[0] function[0] to[0] import[0] or[0] export[0] soil[0] sampling[0] points[0] seems[0] not[0] the[0] available[0] it[0] poses[0] the[0] question[0] whether[0] it[0] is[0] useful[1] to[0] have[0] this[0] great[2] app/ap[0] but[0] the[0] the[0] result[0] of[0] the[0] app's[0] functions[0] stays[0] with[0] the[0] app/ap[0] [[Sentence=-1,3=word max, 1-5]][[[3,-1 max of sentences]]]
"749" "Excellent showing of places marvelous experience."	"749" "Excellent showing of places marvelous experience.	4	-1	 "749[0] Excellent[3] showing[0] of[0] places[0] marvelous[0] experience[0] [[Sentence=-1,4=word max, 1-5]][[[4,-1 max of sentences]]]
"750" "Really nice app, but I can't import or export soil sampling points"	"750" "Really nice ap, but I can't import or export soil sampling points"	3	-1	 "750[0] Really[0] nice[1][1 LastWordBoosterStrength] app/ap[0] but[0] I[0] can't[0] import[0] or[0] export[0] soil[0] sampling[0] points[0] [[Sentence=-1,3=word max, 1-5]][[[3,-1 max of sentences]]]
"751" "hey I am having trouble cuz I have field Navigator with this and I can't get all my saved Fields transferred to soil sampler"	"751" "hey I am having trouble cuz I have field Navigator with this and I can't get all my saved Fields transferred to soil sampler"	2	-2	 "751[0] hey[1] I[0] am[0] having[0] trouble[-1] cuz[0] I[0] have[0] field[0] Navigator[0] with[0] this[0] and[0] I[0] can't[0] get[0] all[0] my[0] saved[1] Fields[0] transferred[0] to[0] soil[0] sampler[0] [[Sentence=-2,2=word max, 1-5]][[[2,-2 max of sentences]]]
"752" "nice app will be great if you add some agricultural info about each area,like climate,raining grade and what is good to plant"	"752" "nice ap will be great if you add some agricultural info about each area,like climate,raining grade and what is good to plant"	3	-1	 "752[0] nice[1] app/ap[0] will[0] be[0] great[2] if[0] you[0] add[0] some[0] agricultural[0] info[0] about[0] each[0] area[0] like[1] climate[0] raining[0] grade[0] and[0] what[0] is[0] good[1] to[0] plant[0] [[Sentence=-1,3=word max, 1-5]][[[3,-1 max of sentences]]]
"753" "Can you please send a video how to use this app because i have a lot of difficulty in using this app"	"753" "Can you please send a video how to use this ap because i have a lot of difficulty in using this ap"	2	-2	 "753[0] Can[0] you[0] please[1] send[0] a[0] video[0] how[0] to[0] use[0] this[0] app/ap[0] because[0] i[0] have[0] a[0] lot[0] of[0] difficulty[-1] in[0] using[0] this[0] app/ap[0] [[Sentence=-2,2=word max, 1-5]][[[2,-2 max of sentences]]]
"754" "Will this app save data points year over year? Can i share data points with other accounts?"	"754" "Will this ap save data points year over year?<br> Can i share data points with other accounts?	2	-1	 "754[0] Will[0] this[0] app/ap[0] save[1] data[0] points[0] year[0] over[0] year[0] [[Sentence=-1,2=word max, 1-5]] Can[0] i[0] share[0] data[0] points[0] with[0] other[0] accounts[0] [[Sentence=-1,1=word max, 1-5]][[[2,-1 max of sentences]]]
"755" "please to be easy to use I'm just getting started. Says I can import shapefile. That's what I need"	"755" "please to be easy to use I'm just getting started.<br> Says I can import shapefile.<br> That's what I need"	2	-1	 "755[0] please[1] to[0] be[0] easy[0] to[0] use[0] I'm[0] just[0] getting[0] started[0] [[Sentence=-1,2=word max, 1-5]] Says[0] I[0] can[0] import[0] shapefile[0] [[Sentence=-1,1=word max, 1-5]] That's[0] what[0] I[0] need[0] [[Sentence=-1,1=word max, 1-5]][[[2,-1 max of sentences]]]
"756" "It is very useful u can use it whenever u Want ."	"756" "It is very useful you can use it whenever you Want .	3	-1	 "756[0] It[0] is[0] very[0] useful[1][1 LastWordBoosterStrength] u[0] can[0] use[0] it[0] whenever[0] u[0] Want[0] [[Sentence=-1,3=word max, 1-5]][[[3,-1 max of sentences]]]
"757" "This app works for 10. Perfect  U 0001F44C ."	"757" "This ap works for 10.<br> Perfect  U 001F44C .	2	-1	 "757[0] This[0] app/ap[0] works[0] for[0] 10[0] [[Sentence=-1,1=word max, 1-5]] Perfect[1] U[0] 0001F44C/001F44C[0] [[Sentence=-1,2=word max, 1-5]][[[2,-1 max of sentences]]]
"758" "Good and easy to use"	"758" "Good and easy to use"	2	-1	 "758[0] Good[1] and[0] easy[0] to[0] use[0] [[Sentence=-1,2=word max, 1-5]][[[2,-1 max of sentences]]]
"759" "Good, useful & helpful"	"759" "Good, useful & helpful"	2	-1	 "759[0] Good[1] useful[1] &[0] helpful[1] [[Sentence=-1,2=word max, 1-5]][[[2,-1 max of sentences]]]
"760" "woiw this is more special app"	"760" "woiw this is more special ap"	2	-1	 "760[0] woiw[0] this[0] is[0] more[0] special[1] app/ap[0] [[Sentence=-1,2=word max, 1-5]][[[2,-1 max of sentences]]]
"761" "It is a good app. I like it"	"761" "It is a good ap.<br> I like it"	2	-1	 "761[0] It[0] is[0] a[0] good[1] app/ap[0] [[Sentence=-1,2=word max, 1-5]] I[0] like[1] it[0] [[Sentence=-1,2=word max, 1-5]][[[2,-1 max of sentences]]]
"762" "This is a good app."	"762" "This is a good ap.	2	-1	 "762[0] This[0] is[0] a[0] good[1] app/ap[0] [[Sentence=-1,2=word max, 1-5]][[[2,-1 max of sentences]]]
"763" "Can't figure out how to use it and no help or guide. The help is on the Google play store."	"763" "Can't figure out how to use it and no help or guide.<br> The help is on the Google play store.	1	-1	 "763[0] Can't[0] figure[0] out[0] how[0] to[0] use[0] it[0] and[0] no[0] help[0] or[0] guide[0] [[Sentence=-1,1=word max, 1-5]] The[0] help[0] is[0] on[0] the[0] Google[0] play[0] store[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
"764" "Good"	"764" "Good"	2	-1	 "764[0] Good[1] [[Sentence=-1,2=word max, 1-5]][[[2,-1 max of sentences]]]
"765" "Good"	"765" "Good"	2	-1	 "765[0] Good[1] [[Sentence=-1,2=word max, 1-5]][[[2,-1 max of sentences]]]
"766" "Good app"	"766" "Good ap"	2	-1	 "766[0] Good[1] app/ap[0] [[Sentence=-1,2=word max, 1-5]][[[2,-1 max of sentences]]]
"767" "After manually creating a field and setting grid sampling size, some of the grid points fall outside the field area. Moving the points to try and get them inside does not work."	"767" "After manually creating a field and setting grid sampling size, some of the grid points fall outside the field area.<br> Moving the points to try and get them inside does not work.	1	-1	 "767[0] After[0] manually[0] creating[0] a[0] field[0] and[0] setting[0] grid[0] sampling[0] size[0] some[0] of[0] the[0] grid[0] points[0] fall[0] outside[0] the[0] field[0] area[0] [[Sentence=-1,1=word max, 1-5]] Moving[0] the[0] points[0] to[0] try[0] and[0] get[0] them[0] inside[0] does[0] not[0] work[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
"768" "Muito eficiente!"	"768" "Muito eficiente!	1	-1	 "768[0] Muito[0] eficiente[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
"769" "Kiiiiiiri bod haaaa9"	"769" "Kiri bod ha9"	2	-1	 "769[0] Kiiiiiiri/Kiri[0][+0.6 MultipleLetters] bod[0] haaaa9/ha9[0][+0.6 MultipleLetters] [[Sentence=-1,2=word max, 1-5]][[[2,-1 max of sentences]]]
"770" "Not useful"	"770" "Not useful"	1	-2	 "770[0] Not[0] useful[1][NegatedDueToPreviousWord] [[Sentence=-2,1=word max, 1-5]][[[1,-2 max of sentences]]]
"771" "hfg"	"771" "hfg"	1	-1	 "771[0] hfg[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
"772" "wow"	"772" "wow"	3	-1	 "772[0] wow[2] [[Sentence=-1,3=word max, 1-5]][[[3,-1 max of sentences]]]
"773" "Lll"	"773" "Lll"	1	-1	 "773[0] Lll[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
"774" "useful application"	"774" "useful application"	2	-1	 "774[0] useful[1] application[0] [[Sentence=-1,2=word max, 1-5]][[[2,-1 max of sentences]]]
"775" " U 0001F44D "	"775" " U 001F44D "	1	-1	 "775[0] U[0] 0001F44D/001F44D[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
"776" "Nice app"	"776" "Nice ap"	2	-1	 "776[0] Nice[1] app/ap[0] [[Sentence=-1,2=word max, 1-5]][[[2,-1 max of sentences]]]
"777" "Best app"	"77" "Best ap"	2	-1	 "777/"77[0] Best[1] app/ap[0] [[Sentence=-1,2=word max, 1-5]][[[2,-1 max of sentences]]]
"778" "Amazing"	"778" "Amazing"	3	-1	 "778[0] Amazing[2] [[Sentence=-1,3=word max, 1-5]][[[3,-1 max of sentences]]]
"779" "Perfect"	"779" "Perfect"	2	-1	 "779[0] Perfect[1] [[Sentence=-1,2=word max, 1-5]][[[2,-1 max of sentences]]]
"780" "Good"	"780" "Good"	2	-1	 "780[0] Good[1] [[Sentence=-1,2=word max, 1-5]][[[2,-1 max of sentences]]]
"781" "Good"	"781" "Good"	2	-1	 "781[0] Good[1] [[Sentence=-1,2=word max, 1-5]][[[2,-1 max of sentences]]]
"782" "Usefull"	"782" "Usefull"	2	-1	 "782[0] Usefull[1] [[Sentence=-1,2=word max, 1-5]][[[2,-1 max of sentences]]]
"783" "helpful"	"783" "helpful"	2	-1	 "783[0] helpful[1] [[Sentence=-1,2=word max, 1-5]][[[2,-1 max of sentences]]]
"784" "Great"	"784" "Great"	3	-1	 "784[0] Great[2] [[Sentence=-1,3=word max, 1-5]][[[3,-1 max of sentences]]]
"785" "Nice"	"785" "Nice"	2	-1	 "785[0] Nice[1] [[Sentence=-1,2=word max, 1-5]][[[2,-1 max of sentences]]]
"786" "great"	"786" "great"	3	-1	 "786[0] great[2] [[Sentence=-1,3=word max, 1-5]][[[3,-1 max of sentences]]]
"787" "Good"	"787" "Good"	2	-1	 "787[0] Good[1] [[Sentence=-1,2=word max, 1-5]][[[2,-1 max of sentences]]]
"788" "good"	"788" "good"	2	-1	 "788[0] good[1] [[Sentence=-1,2=word max, 1-5]][[[2,-1 max of sentences]]]
"789" "Good"	"789" "Good"	2	-1	 "789[0] Good[1] [[Sentence=-1,2=word max, 1-5]][[[2,-1 max of sentences]]]
"790" "Best"	"790" "Best"	2	-1	 "790[0] Best[1] [[Sentence=-1,2=word max, 1-5]][[[2,-1 max of sentences]]]
"791" "Unable to get shape files (.shp) to load."	"791" "Unable to get shape files (<br>shp) to load.	1	-1	 "791[0] Unable[0] to[0] get[0] shape[0] files[0] [[Sentence=-1,1=word max, 1-5]] shp[0] to[0] load[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
"792" "work very well, easy to use, actually i tried to import some shape files from qgis in format of .shp and .shx but it dont find the files at folder, is there any other formart or im doing something ?"	"792" "work very well, easy to use, actually i tried to import some shape files from qgis in format of .<br>shp and .<br>shx but it dont find the files at folder, is there any other formart or im doing something ?	1	-1	 "792[0] work[0] very[0] well[0] easy[0] to[0] use[0] actually[0] i[0] tried[0] to[0] import[0] some[0] shape[0] files[0] from[0] qgis[0] in[0] format[0] of[0] [[Sentence=-1,1=word max, 1-5]] shp[0] and[0] [[Sentence=-1,1=word max, 1-5]] shx[0] but[0] it[0] dont[0] find[0] the[0] files[0] at[0] folder[0] is[0] there[0] any[0] other[0] formart[0] or[0] im[0] doing[0] something[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
"793" "Perfect app"	"793" "Perfect ap"	2	-1	 "793[0] Perfect[1] app/ap[0] [[Sentence=-1,2=word max, 1-5]][[[2,-1 max of sentences]]]
"794" "Best for maps"	"794" "Best for maps"	2	-1	 "794[0] Best[1] for[0] maps[0] [[Sentence=-1,2=word max, 1-5]][[[2,-1 max of sentences]]]
"795" "Usefull"	"795" "Usefull"	2	-1	 "795[0] Usefull[1] [[Sentence=-1,2=word max, 1-5]][[[2,-1 max of sentences]]]
"796" "I could not get it to set a point for the soil sample."	"796" "I could not get it to set a point for the soil sample.	1	-1	 "796[0] I[0] could[0] not[0] get[0] it[0] to[0] set[0] a[0] point[0] for[0] the[0] soil[0] sample[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
"797" "Lets check out first"	"797" "Lets check out first"	1	-1	 "797[0] Lets[0] check[0] out[0] first[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
"798" "The app is good,but I have a not count a fit distans"	"798" "The ap is good,but I have a not count a fit distans"	2	-1	 "798[0] The[0] app/ap[0] is[0] good[1] but[0] I[0] have[0] a[0] not[0] count[0] a[0] fit[0] distans[0] [[Sentence=-1,2=word max, 1-5]][[[2,-1 max of sentences]]]
"799" "Great app. Does as is described."	"799" "Great ap.<br> Does as is described.	3	-1	 "799[0] Great[2] app/ap[0] [[Sentence=-1,3=word max, 1-5]] Does[0] as[0] is[0] described[0] [[Sentence=-1,1=word max, 1-5]][[[3,-1 max of sentences]]]
"800" "Nice application"	"800" "Nice application"	2	-1	 "800[0] Nice[1] application[0] [[Sentence=-1,2=word max, 1-5]][[[2,-1 max of sentences]]]
"801" "Handy toolsl"	"801" "Handy toolsl"	1	-1	 "801[0] Handy[0] toolsl[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
"802" "Best Thanks"	"802" "Best Thanks"	2	-1	 "802[0] Best[1] Thanks[1] [[Sentence=-1,2=word max, 1-5]][[[2,-1 max of sentences]]]
"803" "Good  Thanks"	"803" "Good  Thanks"	2	-1	 "803[0] Good[1] Thanks[1] [[Sentence=-1,2=word max, 1-5]][[[2,-1 max of sentences]]]
"804" "Not half bad but could use some improvement"	"804" "Not half bad but could use some improvement"	2	-1	 "804[0] Not[0] half[0] bad[-1][NegatedDueToPreviousWord] but[0] could[0] use[0] some[0] improvement[1][-1 LastWordBoosterStrength] [[Sentence=-1,2=word max, 1-5]][[[2,-1 max of sentences]]]
"805" "It's very easy and fast to use, I would recommend it"	"805" "It's very easy and fast to use, I would recommend it"	1	-1	 "805[0] It's[0] very[0] easy[0] and[0] fast[0] to[0] use[0] I[0] would[0] recommend[0] it[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
"806" "Location dont work"	"806" "Location dont work"	1	-1	 "806[0] Location[0] dont[0] work[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
"807" "Nothing"	"807" "Nothing"	1	-1	 "807[0] Nothing[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
"808" "Excellent  app"	"808" "Excellent  ap"	4	-1	 "808[0] Excellent[3] app/ap[0] [[Sentence=-1,4=word max, 1-5]][[[4,-1 max of sentences]]]
"809" "It gives latitude and longitude"	"809" "It gives latitude and longitude"	1	-1	 "809[0] It[0] gives[0] latitude[0] and[0] longitude[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
"810" "Giellies It's damn bad"	"810" "Giellies It's damn bad"	1	-2	 "810[0] Giellies[0] It's[0] damn[-1] bad[-1] [[Sentence=-2,1=word max, 1-5]][[[1,-2 max of sentences]]]
"811" "Good its working"	"811" "Good its working"	2	-1	 "811[0] Good[1] its[0] working[0] [[Sentence=-1,2=word max, 1-5]][[[2,-1 max of sentences]]]
"812" "ok"	"812" "ok"	1	-1	 "812[0] ok[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
"813" "Uwj"	"813" "Uwj"	1	-1	 "813[0] Uwj[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
"814" "Great"	"814" "Great"	3	-1	 "814[0] Great[2] [[Sentence=-1,3=word max, 1-5]][[[3,-1 max of sentences]]]
"815" "Good"	"815" "Good"	2	-1	 "815[0] Good[1] [[Sentence=-1,2=word max, 1-5]][[[2,-1 max of sentences]]]
"816" "It pops up to accept the terms then has a pop up that says there was an error with the update process and to click ok. The program locks up at the point and I have to force it closed. I have used the app a lot in the past, now I have to find something else if it exists!"	"816" "It pops up to accept the terms then has a pop up that says there was an error with the update process and to click ok.<br> The program locks up at the point and I have to force it closed.<br> I have used the ap a lot in the past, now I have to find something else if it exists!	1	-2	 "816[0] It[0] pops[0] up[0] to[0] accept[0] the[0] terms[0] then[0] has[0] a[0] pop[0] up[0] that[0] says[0] there[0] was[0] an[0] error[-1] with[0] the[0] update[0] process[0] and[0] to[0] click[0] ok[0] [[Sentence=-2,1=word max, 1-5]] The[0] program[0] locks[0] up[0] at[0] the[0] point[0] and[0] I[0] have[0] to[0] force[-1] it[0] closed[0] [[Sentence=-2,1=word max, 1-5]] I[0] have[0] used[0] the[0] app/ap[0] a[0] lot[0] in[0] the[0] past[0] now[0] I[0] have[0] to[0] find[0] something[0] else[0] if[0] it[0] exists[0] [[Sentence=-1,1=word max, 1-5]][[[1,-2 max of sentences]]]
"817" "I'm very disappointed. I've used this app for years and now everytime I try to open it a message pops up error in updates and it closes. I've lost all my saved tank mixes and can't use this app. I have uninstalled and installed gone to app settings nothing works. Not a happy camper here"	"817" "I'm very disappointed.<br> I've used this ap for years and now everytime I try to open it a message pops up error in updates and it closes.<br> I've lost all my saved tank mixes and can't use this ap.<br> I have uninstalled and installed gone to ap settings nothing works.<br> Not a happy camper here"	2	-3	 "817[0] I'm[0] very[0] disappointed[-1][-1 LastWordBoosterStrength] [[Sentence=-3,1=word max, 1-5]] I've[0] used[0] this[0] app/ap[0] for[0] years[0] and[0] now[0] everytime[0] I[0] try[0] to[0] open[0] it[0] a[0] message[0] pops[0] up[0] error[-1] in[0] updates[0] and[0] it[0] closes[0] [[Sentence=-2,1=word max, 1-5]] I've[0] lost[0] all[0] my[0] saved[1] tank[0] mixes[0] and[0] can't[0] use[0] this[0] app/ap[0] [[Sentence=-1,2=word max, 1-5]] I[0] have[0] uninstalled[0] and[0] installed[0] gone[0] to[0] app/ap[0] settings[0] nothing[0] works[0] [[Sentence=-1,1=word max, 1-5]] Not[0] a[0] happy[1][NegatedDueToPreviousWord] camper[0] here[0] [[Sentence=-2,1=word max, 1-5]][[[2,-3 max of sentences]]]
"818" "I just downloaded this app on my phone because I have used it before and was able to utilize it for mixing chemicals on the farm. I am now disappointed because when I try to open the app, it says it can't update. I have tried to uninstall and download it again and continue having the same problem."	"818" "I just downloaded this ap on my phone because I have used it before and was able to utilize it for mixing chemicals on the farm.<br> I am now disappointed because when I try to open the ap, it says it can't update.<br> I have tried to uninstall and download it again and continue having the same problem.	1	-2	 "818[0] I[0] just[0] downloaded[0] this[0] app/ap[0] on[0] my[0] phone[0] because[0] I[0] have[0] used[0] it[0] before[0] and[0] was[0] able[0] to[0] utilize[0] it[0] for[0] mixing[0] chemicals[0] on[0] the[0] farm[0] [[Sentence=-1,1=word max, 1-5]] I[0] am[0] now[0] disappointed[-1] because[0] when[0] I[0] try[0] to[0] open[0] the[0] app/ap[0] it[0] says[0] it[0] can't[0] update[0] [[Sentence=-2,1=word max, 1-5]] I[0] have[0] tried[0] to[0] uninstall[0] and[0] download[0] it[0] again[0] and[0] continue[0] having[0] the[0] same[0] problem[-1] [[Sentence=-2,1=word max, 1-5]][[[1,-2 max of sentences]]]
